Year of Birth,Gender,Ethnicity,Child's First Name,Count,Rank
1985,FEMALE,GAUTENG,Alexis,13,38
1985,FEMALE,GAUTENG,Journey,13,38
1985,FEMALE,GAUTENG,Kimora,13,38
1985,FEMALE,GAUTENG,Dakota,13,38
1985,FEMALE,GAUTENG,Journey,13,38
1985,FEMALE,GAUTENG,Miracle,13,38
1985,FEMALE,GAUTENG,Jordan,13,38
1985,FEMALE,GAUTENG,Zendaya,13,38
1985,FEMALE,GAUTENG,Oumou,13,38
1985,FEMALE,GAUTENG,Dakota,13,38
1985,FEMALE,GAUTENG,Aissatou,13,38
1985,FEMALE,GAUTENG,Leilani,13,38
1985,FEMALE,GAUTENG,Nahla,13,38
1985,FEMALE,GAUTENG,Leilani,13,38
1985,FEMALE,GAUTENG,Khadijah,13,38
1985,FEMALE,GAUTENG,Khadijah,13,38
1985,FEMALE,GAUTENG,Tiana,13,38
1985,FEMALE,GAUTENG,Aissatou,13,38
1985,FEMALE,GAUTENG,Jayda,13,38
1985,FEMALE,GAUTENG,Oumou,13,38
1985,FEMALE,GAUTENG,Jordan,13,38
1985,FEMALE,GAUTENG,Tianna,13,38
1985,FEMALE,GAUTENG,Kimora,13,38
1985,FEMALE,GAUTENG,Alexis,13,38
1985,FEMALE,GAUTENG,Tiana,13,38
1985,FEMALE,GAUTENG,Amara,12,39
1985,FEMALE,GAUTENG,Sariah,12,39
1985,FEMALE,GAUTENG,Fanta,12,39
1985,FEMALE,GAUTENG,Sariah,12,39
1985,FEMALE,GAUTENG,Aubree,12,39
1985,FEMALE,GAUTENG,Wynter,12,39
1985,FEMALE,GAUTENG,Kali,12,39
1985,FEMALE,GAUTENG,Janelle,12,39
1985,FEMALE,GAUTENG,Danielle,12,39
1985,FEMALE,GAUTENG,Fanta,12,39
1985,FEMALE,GAUTENG,Sofia,12,39
1985,FEMALE,GAUTENG,Danielle,12,39
1985,FEMALE,GAUTENG,Sofia,12,39
1985,FEMALE,GAUTENG,Kali,12,39
1985,FEMALE,GAUTENG,Janelle,12,39
1985,FEMALE,GAUTENG,Aubree,12,39
1985,FEMALE,GAUTENG,Amara,12,39
1985,FEMALE,GAUTENG,Wynter,12,39
1985,FEMALE,GAUTENG,Joy,11,40
1985,FEMALE,GAUTENG,Charlotte,11,40
1985,FEMALE,GAUTENG,Journee,11,40
1985,FEMALE,GAUTENG,Hope,11,40
1985,FEMALE,GAUTENG,Nova,11,40
1985,FEMALE,GAUTENG,Ella,11,40
1985,FEMALE,GAUTENG,Egypt,11,40
1985,FEMALE,GAUTENG,Kyla,11,40
1985,FEMALE,GAUTENG,Mila,11,40
1985,FEMALE,GAUTENG,Blessing,11,40
1985,FEMALE,GAUTENG,Hope,11,40
1985,FEMALE,GAUTENG,Kyla,11,40
1985,FEMALE,GAUTENG,Aniya,11,40
1985,FEMALE,GAUTENG,Lillian,11,40
1985,FEMALE,GAUTENG,Charlotte,11,40
1985,FEMALE,GAUTENG,Aniya,11,40
1985,FEMALE,GAUTENG,Brooke,11,40
1985,FEMALE,GAUTENG,Lillian,11,40
1985,FEMALE,GAUTENG,Ella,11,40
1985,FEMALE,GAUTENG,Nova,11,40
1985,FEMALE,GAUTENG,Blessing,11,40
1985,FEMALE,GAUTENG,Melanie,11,40
1985,FEMALE,GAUTENG,Brooke,11,40
1985,FEMALE,GAUTENG,Mila,11,40
1985,FEMALE,GAUTENG,Chanel,11,40
1985,FEMALE,GAUTENG,Adrianna,11,40
1985,FEMALE,GAUTENG,Joy,11,40
1985,FEMALE,GAUTENG,Melanie,11,40
1985,FEMALE,GAUTENG,Chanel,11,40
1985,FEMALE,GAUTENG,Adrianna,11,40
1985,FEMALE,GAUTENG,Journee,11,40
1985,FEMALE,GAUTENG,Summer,10,41
1985,FEMALE,GAUTENG,Fatou,10,41
1985,FEMALE,GAUTENG,Lailah,10,41
1985,FEMALE,GAUTENG,Kristen,10,41
1985,FEMALE,GAUTENG,Alexandria,10,41
1985,FEMALE,GAUTENG,Skyler,10,41
1985,FEMALE,GAUTENG,Alexandria,10,41
1985,FEMALE,GAUTENG,Amia,10,41
1985,FEMALE,GAUTENG,Amirah,10,41
1985,FEMALE,GAUTENG,Amiya,10,41
1985,FEMALE,GAUTENG,Amia,10,41
1985,FEMALE,GAUTENG,Amirah,10,41
1985,FEMALE,GAUTENG,Christina,10,41
1985,FEMALE,GAUTENG,Fatou,10,41
1985,FEMALE,GAUTENG,Kadiatou,10,41
1985,FEMALE,GAUTENG,Kadiatou,10,41
1985,FEMALE,GAUTENG,Kristen,10,41
1985,FEMALE,GAUTENG,Maryam,10,41
1985,FEMALE,GAUTENG,Kylee,10,41
1985,FEMALE,GAUTENG,Lailah,10,41
1985,FEMALE,GAUTENG,Lauryn,10,41
1985,FEMALE,GAUTENG,Kylee,10,41
1985,FEMALE,GAUTENG,Maryam,10,41
1985,FEMALE,GAUTENG,Penelope,10,41
1985,FEMALE,GAUTENG,Phoenix,10,41
1985,FEMALE,GAUTENG,Saniyah,10,41
1985,FEMALE,GAUTENG,Shiloh,10,41
1985,FEMALE,GAUTENG,Shiloh,10,41
1985,FEMALE,GAUTENG,Skyler,10,41
1985,FEMALE,GAUTENG,Summer,10,41
1985,FEMALE,GAUTENG,Zaniyah,10,41
1985,FEMALE,GAUTENG,Zariah,10,41
1985,FEMALE,GAUTENG,Lauryn,10,41
1985,FEMALE,GAUTENG,Christina,10,41
1985,FEMALE,GAUTENG,Zaniyah,10,41
1985,FEMALE,GAUTENG,Phoenix,10,41
1985,FEMALE,GAUTENG,Amiya,10,41
1985,FEMALE,EASTERN CAPE,Isabella,331,1
1985,FEMALE,EASTERN CAPE,Sophia,259,2
1985,FEMALE,EASTERN CAPE,Mia,255,3
1985,FEMALE,EASTERN CAPE,Sofia,199,4
1985,FEMALE,EASTERN CAPE,Camila,193,5
1985,FEMALE,EASTERN CAPE,Emily,170,6
1985,FEMALE,EASTERN CAPE,Emily,170,6
1985,FEMALE,EASTERN CAPE,norah,167,7
1985,FEMALE,EASTERN CAPE,norah,167,7
1985,FEMALE,EASTERN CAPE,Victoria,148,8
1985,FEMALE,EASTERN CAPE,Victoria,148,8
1985,FEMALE,EASTERN CAPE,Ashley,139,9
1985,FEMALE,EASTERN CAPE,Ashley,139,9
1985,FEMALE,EASTERN CAPE,Valentina,135,10
1985,FEMALE,EASTERN CAPE,Valentina,135,10
1985,FEMALE,EASTERN CAPE,Melanie,106,11
1985,FEMALE,EASTERN CAPE,Melanie,106,11
1985,FEMALE,EASTERN CAPE,Abigail,104,12
1985,FEMALE,EASTERN CAPE,Allison,103,13
1985,FEMALE,EASTERN CAPE,Allison,103,13
1985,FEMALE,EASTERN CAPE,Genesis,102,14
1985,FEMALE,EASTERN CAPE,Genesis,102,14
1985,FEMALE,EASTERN CAPE,Leah,100,15
1985,FEMALE,EASTERN CAPE,Lwazi,96,16
1985,FEMALE,EASTERN CAPE,Lwazi,96,16
1985,FEMALE,EASTERN CAPE,Ariana,94,17
1985,FEMALE,EASTERN CAPE,Ariana,94,17
1985,FEMALE,EASTERN CAPE,Hailey,92,18
1985,FEMALE,EASTERN CAPE,Samantha,91,19
1985,FEMALE,EASTERN CAPE,Samantha,91,19
1985,FEMALE,EASTERN CAPE,Madison,90,20
1985,FEMALE,EASTERN CAPE,Madison,90,20
1985,FEMALE,EASTERN CAPE,Zoe,87,21
1985,FEMALE,EASTERN CAPE,Brianna,86,22
1985,FEMALE,EASTERN CAPE,Brianna,86,22
1985,FEMALE,EASTERN CAPE,Arianna,85,23
1985,FEMALE,EASTERN CAPE,Scarlett,80,24
1985,FEMALE,EASTERN CAPE,Scarlett,80,24
1985,FEMALE,EASTERN CAPE,Ava,79,25
1985,FEMALE,EASTERN CAPE,Gabriella,78,26
1985,FEMALE,EASTERN CAPE,MDUDUZI,76,27
1985,FEMALE,EASTERN CAPE,Amy,73,28
1985,FEMALE,EASTERN CAPE,Amy,73,28
1985,FEMALE,EASTERN CAPE,Kimberly,72,29
1985,FEMALE,EASTERN CAPE,Kimberly,72,29
1985,FEMALE,EASTERN CAPE,Alexa,71,30
1985,FEMALE,EASTERN CAPE,Alexa,71,30
1985,FEMALE,EASTERN CAPE,Khloe,68,31
1985,FEMALE,EASTERN CAPE,Khloe,68,31
1985,FEMALE,EASTERN CAPE,Sipho,68,31
1985,FEMALE,EASTERN CAPE,Sipho,68,31
1985,FEMALE,EASTERN CAPE,Bella,62,32
1985,FEMALE,EASTERN CAPE,Emely,60,33
1985,FEMALE,EASTERN CAPE,Amelia,60,33
1985,FEMALE,EASTERN CAPE,Amelia,60,33
1985,FEMALE,EASTERN CAPE,Emely,60,33
1985,FEMALE,EASTERN CAPE,Penelope,58,34
1985,FEMALE,EASTERN CAPE,Penelope,58,34
1985,FEMALE,EASTERN CAPE,Valerie,57,35
1985,FEMALE,EASTERN CAPE,Valerie,57,35
1985,FEMALE,EASTERN CAPE,Maria,57,35
1985,FEMALE,EASTERN CAPE,Aaliyah,55,36
1985,FEMALE,EASTERN CAPE,Aaliyah,55,36
1985,FEMALE,EASTERN CAPE,Kylie,52,37
1985,FEMALE,EASTERN CAPE,Layla,50,38
1985,FEMALE,EASTERN CAPE,Layla,50,38
1985,FEMALE,EASTERN CAPE,Daniela,50,38
1985,FEMALE,EASTERN CAPE,Daniela,50,38
1985,FEMALE,EASTERN CAPE,Nicole,48,39
1985,FEMALE,EASTERN CAPE,Nicole,48,39
1985,FEMALE,EASTERN CAPE,Mila,46,40
1985,FEMALE,EASTERN CAPE,Andrea,46,40
1985,FEMALE,EASTERN CAPE,Aylin,45,41
1985,FEMALE,EASTERN CAPE,Maya,45,41
1985,FEMALE,EASTERN CAPE,Aylin,45,41
1985,FEMALE,EASTERN CAPE,Gabriela,45,41
1985,FEMALE,EASTERN CAPE,Gabriela,45,41
1985,FEMALE,EASTERN CAPE,Aubrey,45,41
1985,FEMALE,EASTERN CAPE,Natalia,45,41
1985,FEMALE,EASTERN CAPE,Maya,45,41
1985,FEMALE,EASTERN CAPE,Aubrey,45,41
1985,FEMALE,EASTERN CAPE,Michelle,44,42
1985,FEMALE,EASTERN CAPE,Kayla,44,42
1985,FEMALE,EASTERN CAPE,Kayla,44,42
1985,FEMALE,EASTERN CAPE,Gianna,43,43
1985,FEMALE,EASTERN CAPE,Gianna,43,43
1985,FEMALE,EASTERN CAPE,WILSON,43,43
1985,FEMALE,EASTERN CAPE,WILSON,43,43
1985,FEMALE,EASTERN CAPE,Isabel,42,44
1985,FEMALE,EASTERN CAPE,Isabel,42,44
1985,FEMALE,EASTERN CAPE,Luna,42,44
1985,FEMALE,EASTERN CAPE,Luna,42,44
1985,FEMALE,EASTERN CAPE,Adriana,42,44
1985,FEMALE,EASTERN CAPE,Adriana,42,44
1985,FEMALE,EASTERN CAPE,Grace,41,45
1985,FEMALE,EASTERN CAPE,Delilah,41,45
1985,FEMALE,EASTERN CAPE,Jade,41,45
1985,FEMALE,EASTERN CAPE,Jade,41,45
1985,FEMALE,EASTERN CAPE,Grace,41,45
1985,FEMALE,EASTERN CAPE,Delilah,41,45
1985,FEMALE,EASTERN CAPE,Elizabeth,40,46
1985,FEMALE,EASTERN CAPE,Elizabeth,40,46
1985,FEMALE,EASTERN CAPE,Melany,39,47
1985,FEMALE,EASTERN CAPE,Sarah,39,47
1985,FEMALE,EASTERN CAPE,Sarah,39,47
1985,FEMALE,EASTERN CAPE,Melany,39,47
1985,FEMALE,EASTERN CAPE,Stephanie,39,47
1985,FEMALE,EASTERN CAPE,Serenity,35,48
1985,FEMALE,EASTERN CAPE,Serenity,35,48
1985,FEMALE,EASTERN CAPE,Brittany,34,49
1985,FEMALE,EASTERN CAPE,Brittany,34,49
1985,FEMALE,EASTERN CAPE,Zoey,34,49
1985,FEMALE,EASTERN CAPE,Chelsea,34,49
1985,FEMALE,EASTERN CAPE,Valeria,34,49
1985,FEMALE,EASTERN CAPE,Valeria,34,49
1985,FEMALE,EASTERN CAPE,Jennifer,34,49
1985,FEMALE,EASTERN CAPE,Leslie,34,49
1985,FEMALE,EASTERN CAPE,Jasmine,34,49
1985,FEMALE,EASTERN CAPE,Jennifer,34,49
1985,FEMALE,EASTERN CAPE,Kiara,34,49
1985,FEMALE,EASTERN CAPE,Angelina,34,49
1985,FEMALE,EASTERN CAPE,Angelina,34,49
1985,FEMALE,EASTERN CAPE,Chelsea,34,49
1985,FEMALE,EASTERN CAPE,Jasmine,34,49
1985,FEMALE,EASTERN CAPE,Kiara,34,49
1985,FEMALE,EASTERN CAPE,Leslie,34,49
1985,FEMALE,EASTERN CAPE,Jazmin,33,50
1985,FEMALE,EASTERN CAPE,Ana,33,50
1985,FEMALE,EASTERN CAPE,Diana,33,50
1985,FEMALE,EASTERN CAPE,Ana,33,50
1985,FEMALE,EASTERN CAPE,Eva,33,50
1985,FEMALE,EASTERN CAPE,Eva,33,50
1985,FEMALE,EASTERN CAPE,Katherine,33,50
1985,FEMALE,EASTERN CAPE,Jazmin,33,50
1985,FEMALE,EASTERN CAPE,Diana,33,50
1985,FEMALE,EASTERN CAPE,Katherine,33,50
1985,FEMALE,EASTERN CAPE,Rose,32,51
1985,FEMALE,EASTERN CAPE,Giselle,32,51
1985,FEMALE,EASTERN CAPE,Jocelyn,32,51
1985,FEMALE,EASTERN CAPE,Elena,32,51
1985,FEMALE,EASTERN CAPE,Faith,32,51
1985,FEMALE,EASTERN CAPE,Daniella,32,51
1985,FEMALE,EASTERN CAPE,Daniella,32,51
1985,FEMALE,EASTERN CAPE,Evelyn,32,51
1985,FEMALE,EASTERN CAPE,Faith,32,51
1985,FEMALE,EASTERN CAPE,Evelyn,32,51
1985,FEMALE,EASTERN CAPE,Rose,32,51
1985,FEMALE,EASTERN CAPE,Elena,32,51
1985,FEMALE,EASTERN CAPE,Alyssa,31,52
1985,FEMALE,EASTERN CAPE,Danna,31,52
1985,FEMALE,EASTERN CAPE,Alexandra,31,52
1985,FEMALE,EASTERN CAPE,Amanda,31,52
1985,FEMALE,EASTERN CAPE,Alexandra,31,52
1985,FEMALE,EASTERN CAPE,Alyssa,31,52
1985,FEMALE,EASTERN CAPE,Charlotte,31,52
1985,FEMALE,EASTERN CAPE,Charlotte,31,52
1985,FEMALE,EASTERN CAPE,Angelica,30,53
1985,FEMALE,EASTERN CAPE,Angelica,30,53
1985,FEMALE,EASTERN CAPE,Alina,30,53
1985,FEMALE,EASTERN CAPE,Alina,30,53
1985,FEMALE,EASTERN CAPE,London,29,54
1985,FEMALE,EASTERN CAPE,London,29,54
1985,FEMALE,EASTERN CAPE,Eliana,29,54
1985,FEMALE,EASTERN CAPE,Guadalupe,29,54
1985,FEMALE,EASTERN CAPE,Guadalupe,29,54
1985,FEMALE,EASTERN CAPE,Vanessa,29,54
1985,FEMALE,EASTERN CAPE,Melissa,29,54
1985,FEMALE,EASTERN CAPE,Melissa,29,54
1985,FEMALE,EASTERN CAPE,Vanessa,29,54
1985,FEMALE,EASTERN CAPE,Aria,28,55
1985,FEMALE,EASTERN CAPE,Natalie,28,55
1985,FEMALE,EASTERN CAPE,Natalie,28,55
1985,FEMALE,EASTERN CAPE,Aria,28,55
1985,FEMALE,EASTERN CAPE,Avery,28,55
1985,FEMALE,EASTERN CAPE,Naomi,27,56
1985,FEMALE,EASTERN CAPE,Mya,27,56
1985,FEMALE,EASTERN CAPE,Juliana,27,56
1985,FEMALE,EASTERN CAPE,Violet,27,56
1985,FEMALE,EASTERN CAPE,Amaya,27,56
1985,FEMALE,EASTERN CAPE,Naomi,27,56
1985,FEMALE,EASTERN CAPE,Isabelle,27,56
1985,FEMALE,EASTERN CAPE,Amaya,27,56
1985,FEMALE,EASTERN CAPE,Juliana,27,56
1985,FEMALE,EASTERN CAPE,Violet,27,56
1985,FEMALE,EASTERN CAPE,Isabelle,27,56
1985,FEMALE,EASTERN CAPE,Alanis,26,57
1985,FEMALE,EASTERN CAPE,Ximena,26,57
1985,FEMALE,EASTERN CAPE,Sophie,26,57
1985,FEMALE,EASTERN CAPE,Alanis,26,57
1985,FEMALE,EASTERN CAPE,Ximena,26,57
1985,FEMALE,EASTERN CAPE,Sophie,26,57
1985,FEMALE,EASTERN CAPE,Skylar,25,58
1985,FEMALE,EASTERN CAPE,Jayleen,25,58
1985,FEMALE,EASTERN CAPE,Jayleen,25,58
1985,FEMALE,EASTERN CAPE,Skylar,25,58
1985,FEMALE,EASTERN CAPE,Destiny,25,58
1985,FEMALE,EASTERN CAPE,Kaitlyn,25,58
1985,FEMALE,EASTERN CAPE,Destiny,25,58
1985,FEMALE,EASTERN CAPE,Itzel,24,59
1985,FEMALE,EASTERN CAPE,Nathalie,24,59
1985,FEMALE,EASTERN CAPE,Laila,24,59
1985,FEMALE,EASTERN CAPE,Nathalie,24,59
1985,FEMALE,EASTERN CAPE,Itzel,24,59
1985,FEMALE,EASTERN CAPE,Athena,23,60
1985,FEMALE,EASTERN CAPE,Karla,23,60
1985,FEMALE,EASTERN CAPE,Madeline,23,60
1985,FEMALE,EASTERN CAPE,Taylor,23,60
1985,FEMALE,EASTERN CAPE,Athena,23,60
1985,FEMALE,EASTERN CAPE,Taylor,23,60
1985,FEMALE,EASTERN CAPE,Karla,23,60
1985,FEMALE,EASTERN CAPE,Madeline,23,60
1985,FEMALE,EASTERN CAPE,Sherlyn,22,61
1985,FEMALE,EASTERN CAPE,Ruby,22,61
1985,FEMALE,EASTERN CAPE,Ruby,22,61
1985,FEMALE,EASTERN CAPE,Melody,22,61
1985,FEMALE,EASTERN CAPE,Melody,22,61
1985,FEMALE,EASTERN CAPE,Jazlyn,22,61
1985,FEMALE,EASTERN CAPE,Sherlyn,22,61
1985,FEMALE,EASTERN CAPE,Bianca,22,61
1985,FEMALE,EASTERN CAPE,Bianca,22,61
1985,FEMALE,EASTERN CAPE,Jayla,22,61
1985,FEMALE,EASTERN CAPE,Jayla,22,61
1985,FEMALE,EASTERN CAPE,Jazlyn,22,61
1985,FEMALE,EASTERN CAPE,Megan,21,62
1985,FEMALE,EASTERN CAPE,Alison,21,62
1985,FEMALE,EASTERN CAPE,Juliette,21,62
1985,FEMALE,EASTERN CAPE,Sara,21,62
1985,FEMALE,EASTERN CAPE,Juliette,21,62
1985,FEMALE,EASTERN CAPE,Hannah,21,62
1985,FEMALE,EASTERN CAPE,Emilia,21,62
1985,FEMALE,EASTERN CAPE,Alison,21,62
1985,FEMALE,EASTERN CAPE,Hannah,21,62
1985,FEMALE,EASTERN CAPE,Sara,21,62
1985,FEMALE,EASTERN CAPE,Megan,21,62
1985,FEMALE,EASTERN CAPE,Kamila,21,62
1985,FEMALE,EASTERN CAPE,Kamila,21,62
1985,FEMALE,EASTERN CAPE,Emilia,21,62
1985,FEMALE,EASTERN CAPE,Jessica,21,62
1985,FEMALE,EASTERN CAPE,Tiffany,20,63
1985,FEMALE,EASTERN CAPE,Julia,20,63
1985,FEMALE,EASTERN CAPE,Esther,20,63
1985,FEMALE,EASTERN CAPE,Esther,20,63
1985,FEMALE,EASTERN CAPE,Aileen,20,63
1985,FEMALE,EASTERN CAPE,Aileen,20,63
1985,FEMALE,EASTERN CAPE,Tiffany,20,63
1985,FEMALE,EASTERN CAPE,Yaretzi,20,63
1985,FEMALE,EASTERN CAPE,Julia,20,63
1985,FEMALE,EASTERN CAPE,Yaretzi,20,63
1985,FEMALE,EASTERN CAPE,Lucia,19,64
1985,FEMALE,EASTERN CAPE,Ella,19,64
1985,FEMALE,EASTERN CAPE,Angie,19,64
1985,FEMALE,EASTERN CAPE,Daisy,19,64
1985,FEMALE,EASTERN CAPE,Julianna,19,64
1985,FEMALE,EASTERN CAPE,Ariel,19,64
1985,FEMALE,EASTERN CAPE,Karen,19,64
1985,FEMALE,EASTERN CAPE,Lizbeth,19,64
1985,FEMALE,EASTERN CAPE,Nathaly,19,64
1985,FEMALE,EASTERN CAPE,Esmeralda,19,64
1985,FEMALE,EASTERN CAPE,Lily,19,64
1985,FEMALE,EASTERN CAPE,Aliyah,19,64
1985,FEMALE,EASTERN CAPE,Alice,19,64
1985,FEMALE,EASTERN CAPE,Julianna,19,64
1985,FEMALE,EASTERN CAPE,Nashla,19,64
1985,FEMALE,EASTERN CAPE,Alice,19,64
1985,FEMALE,EASTERN CAPE,Lucia,19,64
1985,FEMALE,EASTERN CAPE,Leila,19,64
1985,FEMALE,EASTERN CAPE,Aliyah,19,64
1985,FEMALE,EASTERN CAPE,Karen,19,64
1985,FEMALE,EASTERN CAPE,Nathaly,19,64
1985,FEMALE,EASTERN CAPE,Ariel,19,64
1985,FEMALE,EASTERN CAPE,Catalina,19,64
1985,FEMALE,EASTERN CAPE,Lily,19,64
1985,FEMALE,EASTERN CAPE,Leila,19,64
1985,FEMALE,EASTERN CAPE,Nashla,19,64
1985,FEMALE,EASTERN CAPE,Ella,19,64
1985,FEMALE,EASTERN CAPE,Esmeralda,19,64
1985,FEMALE,EASTERN CAPE,Angie,19,64
1985,FEMALE,EASTERN CAPE,Helen,18,65
1985,FEMALE,EASTERN CAPE,Jacqueline,18,65
1985,FEMALE,EASTERN CAPE,Adrianna,18,65
1985,FEMALE,EASTERN CAPE,Aubree,18,65
1985,FEMALE,EASTERN CAPE,Sabrina,18,65
1985,FEMALE,EASTERN CAPE,Leilani,18,65
1985,FEMALE,EASTERN CAPE,Melina,18,65
1985,FEMALE,EASTERN CAPE,Luciana,18,65
1985,FEMALE,EASTERN CAPE,Adrianna,18,65
1985,FEMALE,EASTERN CAPE,Melina,18,65
1985,FEMALE,EASTERN CAPE,Amber,18,65
1985,FEMALE,EASTERN CAPE,Mariana,18,65
1985,FEMALE,EASTERN CAPE,Luciana,18,65
1985,FEMALE,EASTERN CAPE,Amber,18,65
1985,FEMALE,EASTERN CAPE,Sabrina,18,65
1985,FEMALE,EASTERN CAPE,Aubree,18,65
1985,FEMALE,EASTERN CAPE,Mariana,18,65
1985,FEMALE,EASTERN CAPE,Leilani,18,65
1985,FEMALE,EASTERN CAPE,Lauren,18,65
1985,FEMALE,EASTERN CAPE,Helen,18,65
1985,FEMALE,EASTERN CAPE,Jacqueline,18,65
1985,FEMALE,EASTERN CAPE,Angela,17,66
1985,FEMALE,EASTERN CAPE,Sarai,17,66
1985,FEMALE,EASTERN CAPE,Angela,17,66
1985,FEMALE,EASTERN CAPE,Nayeli,17,66
1985,FEMALE,EASTERN CAPE,Liliana,17,66
1985,FEMALE,EASTERN CAPE,Alana,17,66
1985,FEMALE,EASTERN CAPE,Audrey,17,66
1985,FEMALE,EASTERN CAPE,Katelyn,17,66
1985,FEMALE,EASTERN CAPE,Alejandra,17,66
1985,FEMALE,EASTERN CAPE,Alana,17,66
1985,FEMALE,EASTERN CAPE,Lia,17,66
1985,FEMALE,EASTERN CAPE,Katelyn,17,66
1985,FEMALE,EASTERN CAPE,Nayeli,17,66
1985,FEMALE,EASTERN CAPE,Audrey,17,66
1985,FEMALE,EASTERN CAPE,Angelique,17,66
1985,FEMALE,EASTERN CAPE,Sarai,17,66
1985,FEMALE,EASTERN CAPE,Alejandra,17,66
1985,FEMALE,EASTERN CAPE,Angelique,17,66
1985,FEMALE,EASTERN CAPE,Liliana,17,66
1985,FEMALE,EASTERN CAPE,Lia,17,66
1985,FEMALE,EASTERN CAPE,Makayla,16,67
1985,FEMALE,EASTERN CAPE,Dayana,16,67
1985,FEMALE,EASTERN CAPE,Kelly,16,67
1985,FEMALE,EASTERN CAPE,Stella,16,67
1985,FEMALE,EASTERN CAPE,Arabella,16,67
1985,FEMALE,EASTERN CAPE,Makayla,16,67
1985,FEMALE,EASTERN CAPE,Skyla,16,67
1985,FEMALE,EASTERN CAPE,Allyson,16,67
1985,FEMALE,EASTERN CAPE,Ariella,16,67
1985,FEMALE,EASTERN CAPE,Dayana,16,67
1985,FEMALE,EASTERN CAPE,Peyton,16,67
1985,FEMALE,EASTERN CAPE,Stella,16,67
1985,FEMALE,EASTERN CAPE,Marjorie,16,67
1985,FEMALE,EASTERN CAPE,Kelly,16,67
1985,FEMALE,EASTERN CAPE,Marjorie,16,67
1985,FEMALE,EASTERN CAPE,Arabella,16,67
1985,FEMALE,EASTERN CAPE,Juliet,16,67
1985,FEMALE,EASTERN CAPE,Allyson,16,67
1985,FEMALE,EASTERN CAPE,Crystal,16,67
1985,FEMALE,EASTERN CAPE,Peyton,16,67
1985,FEMALE,EASTERN CAPE,Ariella,16,67
1985,FEMALE,EASTERN CAPE,Laura,15,68
1985,FEMALE,EASTERN CAPE,Keyla,15,68
1985,FEMALE,EASTERN CAPE,MDUDUZIn,15,68
1985,FEMALE,EASTERN CAPE,Lindsay,15,68
1985,FEMALE,EASTERN CAPE,Annabella,15,68
1985,FEMALE,EASTERN CAPE,Nylah,15,68
1985,FEMALE,EASTERN CAPE,Mackenzie,15,68
1985,FEMALE,EASTERN CAPE,Annabella,15,68
1985,FEMALE,EASTERN CAPE,Madelyn,15,68
1985,FEMALE,EASTERN CAPE,Keyla,15,68
1985,FEMALE,EASTERN CAPE,Amalia,15,68
1985,FEMALE,EASTERN CAPE,Alondra,15,68
1985,FEMALE,EASTERN CAPE,Jaylah,15,68
1985,FEMALE,EASTERN CAPE,Montserrat,15,68
1985,FEMALE,EASTERN CAPE,Shirley,15,68
1985,FEMALE,EASTERN CAPE,Nylah,15,68
1985,FEMALE,EASTERN CAPE,Heaven,15,68
1985,FEMALE,EASTERN CAPE,Riley,15,68
1985,FEMALE,EASTERN CAPE,Lesly,15,68
1985,FEMALE,EASTERN CAPE,Jaylah,15,68
1985,FEMALE,EASTERN CAPE,Shirley,15,68
1985,FEMALE,EASTERN CAPE,Lindsay,15,68
1985,FEMALE,EASTERN CAPE,Mackenzie,15,68
1985,FEMALE,EASTERN CAPE,Julissa,15,68
1985,FEMALE,EASTERN CAPE,MDUDUZIn,15,68
1985,FEMALE,EASTERN CAPE,Riley,15,68
1985,FEMALE,EASTERN CAPE,Laura,15,68
1985,FEMALE,EASTERN CAPE,Alondra,15,68
1985,FEMALE,EASTERN CAPE,Madelyn,15,68
1985,FEMALE,EASTERN CAPE,Julissa,15,68
1985,FEMALE,EASTERN CAPE,Amalia,15,68
1985,FEMALE,EASTERN CAPE,Haylee,15,68
1985,FEMALE,EASTERN CAPE,Montserrat,15,68
1985,FEMALE,EASTERN CAPE,Heaven,15,68
1985,FEMALE,EASTERN CAPE,Lesly,15,68
1985,FEMALE,EASTERN CAPE,Jaylin,14,69
1985,FEMALE,EASTERN CAPE,Brenda,14,69
1985,FEMALE,EASTERN CAPE,Carmen,14,69
1985,FEMALE,EASTERN CAPE,Anna,14,69
1985,FEMALE,EASTERN CAPE,Selena,14,69
1985,FEMALE,EASTERN CAPE,Elisa,14,69
1985,FEMALE,EASTERN CAPE,Alicia,14,69
1985,FEMALE,EASTERN CAPE,Briana,14,69
1985,FEMALE,EASTERN CAPE,Anna,14,69
1985,FEMALE,EASTERN CAPE,Brenda,14,69
1985,FEMALE,EASTERN CAPE,Briana,14,69
1985,FEMALE,EASTERN CAPE,Carmen,14,69
1985,FEMALE,EASTERN CAPE,Paige,14,69
1985,FEMALE,EASTERN CAPE,Daleyza,14,69
1985,FEMALE,EASTERN CAPE,Elisa,14,69
1985,FEMALE,EASTERN CAPE,Lola,14,69
1985,FEMALE,EASTERN CAPE,Maia,14,69
1985,FEMALE,EASTERN CAPE,Paige,14,69
1985,FEMALE,EASTERN CAPE,Selena,14,69
1985,FEMALE,EASTERN CAPE,Maia,14,69
1985,FEMALE,EASTERN CAPE,Daleyza,14,69
1985,FEMALE,EASTERN CAPE,Jaylene,13,70
1985,FEMALE,EASTERN CAPE,Arya,13,70
1985,FEMALE,EASTERN CAPE,Alexia,13,70
1985,FEMALE,EASTERN CAPE,Pamela,13,70
